setup,horizon,n,win_rate,avg_win,avg_loss,expectancy,profit_factor,sharpe,max_dd,total_return
setup_h1_bull_engulf,fwd_ret_H1_3,1414,0.7008486562942009,0.003062856761221487,-0.0022574953764384594,0.0014712662702524933,3.186111872410843,73.87813671054184,-0.03744655363077287,2.0826280015134633
setup_h1_bear_engulf,fwd_ret_M12_2,1330,0.22932330827067668,0.0004967862822540038,-0.0012544688885445826,-0.0008528652591509218,0.11806846192778489,-122.01625276630463,-0.6789225577610227,-1.1318018568936368
setup_h1_bear_engulf,fwd_ret_M12_5,1330,0.1593984962406015,0.000800147422652903,-0.0019857475064077013,-0.0015416800440311237,0.07668256914718291,-136.68108907385306,-0.8708083775860999,-2.042491468535764
setup_h1_bear_engulf,fwd_ret_M12_10,1330,0.26766917293233083,0.0015227568784476945,-0.0028251500409856925,-0.0016613493918741992,0.19822740373138797,-92.27579823203746,-0.890044322741093,-2.1926437909467715
setup_h1_bear_engulf,fwd_ret_H1_1,1330,0.1593984962406015,0.000800147422652903,-0.0019857475064077013,-0.0015416800440311237,0.07668256914718291,-136.68108907385306,-0.8708083775860999,-2.042491468535764
setup_h1_bear_engulf,fwd_ret_H1_3,1329,0.3288186606471031,0.0021084239467493576,-0.0031871698495111274,-0.0014458797900936465,0.32445648931175286,-72.08783351369333,-0.8551014369246351,-1.9183870711849447
setup_h1_trend_pullback_long,fwd_ret_M12_2,45522,0.5328851983656254,0.000814373644727366,-0.0007236400315744527,9.594469141068678e-05,1.2903946677666054,17.489112768742935,-0.058152655765011496,4.44574736580732
setup_h1_trend_pullback_long,fwd_ret_M12_5,45521,0.5292282682717866,0.0013355769786459206,-0.0011825526055600994,0.00015011275357320654,1.2741602269887813,16.397364795119728,-0.2369678960215834,6.923156653428505
setup_h1_trend_pullback_long,fwd_ret_M12_10,45518,0.5252207917746825,0.0019513552639714821,-0.0017258559523863582,0.00020549183419184996,1.2536837063032047,15.337602331832773,-0.532204167877566,9.439870106363943
setup_h1_trend_pullback_long,fwd_ret_H1_1,45521,0.5292282682717866,0.0013355769786459206,-0.0011825526055600994,0.00015011275357320654,1.2741602269887813,16.397364795119728,-0.2369678960215834,6.923156653428505
setup_h1_trend_pullback_long,fwd_ret_H1_3,45517,0.5263088516378496,0.0024734720321012557,-0.0021825503754380566,0.00026795543107405455,1.2613454609434587,15.946899309065738,-0.7449470537460322,12.277281720088952
confluence_d1_h4_h1_long,fwd_ret_M12_2,29750,0.5728067226890756,0.000863975132766421,-0.0006670514986324278,0.00020993084844884215,1.7457691590862212,38.3872403590035,-0.031715670232352666,6.289468140262796
confluence_d1_h4_h1_long,fwd_ret_M12_5,29750,0.5949915966386554,0.0014398905980725256,-0.0009947220411753975,0.0004538520202473751,2.1348724578536564,51.508119864675294,-0.07348997444677652,13.548849538294654
confluence_d1_h4_h1_long,fwd_ret_M12_10,29750,0.6136134453781512,0.0021100277796253972,-0.0013562954173957334,0.0007706871023226106,2.4770892631875454,60.95206213531885,-0.1819056031562809,22.96863015661954
confluence_d1_h4_h1_long,fwd_ret_H1_1,29750,0.5949915966386554,0.0014398905980725256,-0.0009947220411753975,0.0004538520202473751,2.1348724578536564,51.508119864675294,-0.07348997444677652,13.548849538294654
confluence_d1_h4_h1_long,fwd_ret_H1_3,29750,0.6250420168067227,0.002683319162080047,-0.0016517829828850696,0.001057838004867076,2.713578124284563,67.1177651624388,-0.2820901207684525,31.508671653401876
confluence_d1_h4_h1_short,fwd_ret_M12_2,21657,0.43861107263240523,0.0007126808226091175,-0.000979226899221678,-0.00023713743855442357,0.5717306655381106,-33.81543220205018,-0.9938621145220808,-5.071056531424521
confluence_d1_h4_h1_short,fwd_ret_M12_5,21657,0.42891443874959595,0.0010768148342787916,-0.001629050680449937,-0.00046846589186817767,0.4979400967063087,-42.68555111471797,-0.999960870266801,-10.085290945012478
confluence_d1_h4_h1_short,fwd_ret_M12_10,21657,0.42401994736113036,0.0014595529925294816,-0.002396878500910184,-0.0007616746220600915,0.44925585155737274,-48.37667164413598,-0.9999999365663083,-16.43087157043083
confluence_d1_h4_h1_short,fwd_ret_H1_1,21657,0.42891443874959595,0.0010768148342787916,-0.001629050680449937,-0.00046846589186817767,0.4979400967063087,-42.68555111471797,-0.999960870266801,-10.085290945012478
confluence_d1_h4_h1_short,fwd_ret_H1_3,21657,0.41875606039617674,0.001822336146018862,-0.002994374882921744,-0.000977347948375761,0.4391526907995905,-50.91700395479419,-0.9999999994446872,-21.106537020315425
