campaign_id,type,n_trades,net_pnl,win_rate,start_time,end_time,max_drawdown,avg_hold_hours,unique_setups,duration_hours
CAMPAIGN_001,probe,187,6856.400000000001,0.679144385026738,2026-06-08 11:54:06+00:00,2026-06-12 17:52:41+00:00,2054.0,0.15560754604872248,2,101.97638888888889
CAMPAIGN_002,discretionary,70,-77282.2,0.6,2026-06-09 08:16:05+00:00,2026-06-12 20:01:55+00:00,80941.00000000001,5.886539682539682,1,83.76388888888889
