setup,context,horizon,n,win_rate,expectancy,profit_factor
setup_h4_vol_compress,vol_low,H1_1,2210,0.5420814479638009,9.712153169604768e-05,1.4142776187787705
setup_h4_vol_compress,vol_low,H1_3,2210,0.5710407239819004,0.00025987840239503066,1.5831424927285305
setup_h4_vol_compress,vol_high,M12_2,2277,0.5085638998682477,5.0855684677466836e-05,1.1680319154490333
setup_h4_vol_compress,vol_high,M12_5,2277,0.5125164690382081,0.00012415084726902724,1.255535035301811
setup_h4_vol_compress,vol_high,M12_10,2277,0.5428194993412385,0.00016573414092439635,1.2273919935145774
setup_h4_vol_compress,vol_high,H1_1,2277,0.5125164690382081,0.00012415084726902724,1.255535035301811
setup_h4_vol_compress,vol_high,H1_3,2277,0.546772068511199,0.00011555574722436012,1.1198439566594918
setup_h4_vol_compress,vol_normal,M12_2,2209,0.49751018560434584,1.6803808718546986e-05,1.0896902428753736
setup_h4_vol_compress,vol_normal,M12_5,2209,0.5183340878225441,7.707075059654877e-05,1.26360133003111
setup_h4_vol_compress,vol_normal,M12_10,2209,0.5454956994114984,0.00012688397625966713,1.2906148246901936
setup_h4_vol_compress,vol_normal,H1_1,2209,0.5183340878225441,7.707075059654877e-05,1.26360133003111
setup_h4_vol_compress,vol_normal,H1_3,2209,0.5468537799909461,0.0001518339467744789,1.273553996698607
setup_h1_trend_pullback_long,d1_strong_up,M12_2,11367,0.570511128705903,0.0002112005206330615,1.7404731470743933
setup_h1_trend_pullback_long,d1_strong_up,M12_5,11367,0.5973431864168206,0.00046718009580355637,2.11791301194427
setup_h1_trend_pullback_long,d1_strong_up,M12_10,11367,0.6294536817102138,0.0009031452292766515,2.7619529739527287
setup_h1_trend_pullback_long,d1_strong_up,H1_1,11367,0.5973431864168206,0.00046718009580355637,2.11791301194427
setup_h1_trend_pullback_long,d1_strong_up,H1_3,11367,0.660244567607988,0.0014160685127884204,3.6519138429692695
setup_h1_trend_pullback_long,d1_strong_down,M12_2,11367,0.47338787718835224,-7.963069808167268e-05,0.8118710243580665
setup_h1_trend_pullback_long,d1_strong_down,M12_5,11367,0.4240344857922055,-0.0003572438717901979,0.5569362245761276
setup_h1_trend_pullback_long,d1_strong_down,M12_10,11367,0.3678191255388405,-0.0008426027459726716,0.38451493626084965
setup_h1_trend_pullback_long,d1_strong_down,H1_1,11367,0.4240344857922055,-0.0003572438717901979,0.5569362245761276
setup_h1_trend_pullback_long,d1_strong_down,H1_3,11367,0.3321016978974224,-0.0013507874054563148,0.29238382813972147
setup_h1_trend_pullback_long,d1_neutral,M12_2,22788,0.5437949798139372,0.00012602599441748807,1.39523328482795
setup_h1_trend_pullback_long,d1_neutral,M12_5,22787,0.5477245798042744,0.0002450451270603481,1.494478925199417
