setup,context,horizon,n,win_rate,expectancy,profit_factor
setup_h1_trend_pullback_long,d1_neutral,M12_10,22784,0.5517468398876404,0.00038034644978424223,1.5483536567399525
setup_h1_trend_pullback_long,d1_neutral,H1_1,22787,0.5477245798042744,0.0002450451270603481,1.494478925199417
setup_h1_trend_pullback_long,d1_neutral,H1_3,22783,0.5563797568362375,0.0005028813020729365,1.5973975802059428
setup_h1_trend_pullback_long,h4_up,M12_2,39615,0.557692793133914,0.00016588577024587354,1.5625692091087913
setup_h1_trend_pullback_long,h4_up,M12_5,39615,0.5685472674491986,0.0003299137427461615,1.7446759499376836
setup_h1_trend_pullback_long,h4_up,M12_10,39615,0.5722579830872144,0.0005051061017429597,1.8029294956727306
setup_h1_trend_pullback_long,h4_up,H1_1,39615,0.5685472674491986,0.0003299137427461615,1.7446759499376836
setup_h1_trend_pullback_long,h4_up,H1_3,39615,0.5709705919474947,0.0006357599042333645,1.7963064669196054
setup_h1_trend_pullback_long,h4_down,M12_2,5900,0.36627118644067796,-0.0003731007256788343,0.37837068017696784
setup_h1_trend_pullback_long,h4_down,M12_5,5900,0.2652542372881356,-0.0010559471982539983,0.18171450873874986
setup_h1_trend_pullback_long,h4_down,M12_10,5900,0.2094915254237288,-0.0018040415474972094,0.1286833284509602
setup_h1_trend_pullback_long,h4_down,H1_1,5900,0.2652542372881356,-0.0010559471982539983,0.18171450873874986
setup_h1_trend_pullback_long,h4_down,H1_3,5900,0.22661016949152543,-0.002199741192233409,0.15022606457555088
setup_h1_trend_pullback_long,h1_up,M12_2,45522,0.5328851983656254,9.594469141068678e-05,1.2903946677666054
setup_h1_trend_pullback_long,h1_up,M12_5,45521,0.5292282682717866,0.00015011275357320654,1.2741602269887813
setup_h1_trend_pullback_long,h1_up,M12_10,45518,0.5252207917746825,0.00020549183419184996,1.2536837063032047
setup_h1_trend_pullback_long,h1_up,H1_1,45521,0.5292282682717866,0.00015011275357320654,1.2741602269887813
setup_h1_trend_pullback_long,h1_up,H1_3,45517,0.5263088516378496,0.00026795543107405455,1.2613454609434587
setup_h1_trend_pullback_long,vol_low,M12_2,15022,0.5208361070430036,5.342530536696781e-05,1.2421596384899565
setup_h1_trend_pullback_long,vol_low,M12_5,15022,0.5222340567168153,9.62217982222297e-05,1.2601323250162113
setup_h1_trend_pullback_long,vol_low,M12_10,15022,0.522899747037678,0.00014441517065644552,1.2506096250848375
setup_h1_trend_pullback_long,vol_low,H1_1,15022,0.5222340567168153,9.62217982222297e-05,1.2601323250162113
setup_h1_trend_pullback_long,vol_low,H1_3,15022,0.5205698309146585,0.00017097551547462844,1.2303840348825517
setup_h1_trend_pullback_long,vol_high,M12_2,15478,0.5508463625791445,0.000149417662564706,1.329387212828383
setup_h1_trend_pullback_long,vol_high,M12_5,15477,0.5413193771402727,0.00022523152056578807,1.3043623664929727
setup_h1_trend_pullback_long,vol_high,M12_10,15474,0.5306320279177976,0.000302346481506005,1.2869445381942501
setup_h1_trend_pullback_long,vol_high,H1_1,15477,0.5413193771402727,0.00022523152056578807,1.3043623664929727
setup_h1_trend_pullback_long,vol_high,H1_3,15473,0.5348025592968396,0.0003915365218228157,1.2989282643684161
setup_h1_trend_pullback_long,vol_normal,M12_2,15022,0.5264279057382506,8.404513720151354e-05,1.2673991735963406
setup_h1_trend_pullback_long,vol_normal,M12_5,15022,0.5237651444547996,0.00012748558127145793,1.240775292579261
setup_h1_trend_pullback_long,vol_normal,M12_10,15022,0.5219677805884703,0.00016726327021109196,1.2107965495004382
setup_h1_trend_pullback_long,vol_normal,H1_1,15022,0.5237651444547996,0.00012748558127145793,1.240775292579261
setup_h1_trend_pullback_long,vol_normal,H1_3,15022,0.5232991612301957,0.00023830018547434714,1.234385161615109
