setup,mae,mfe,mfe_mae_ratio
setup_h4_bull_engulf,8.09314672335957e-05,0.004979982950437579,61.53333333329615
setup_h4_bull_engulf,0.0008279480865796946,0.005849399468822974,7.064935064935303
setup_h4_bull_engulf,0.00018756970495786824,0.004694312075433434,25.027027027034386
setup_h4_bull_engulf,0.003292118251666426,0.0053986668701979995,1.6398763523956852
setup_h4_bull_engulf,0.0009182550110850997,0.003049012495370671,3.3204419889499546
setup_h4_bull_engulf,0.00031244488119529863,0.002776727895784509,8.887096774195099
setup_h4_bull_engulf,0.00032113360161374654,0.0030959286280569636,9.640624999998252
setup_h4_bull_engulf,0.0018686491181996554,0.0017979434758893485,0.9621621621621356
setup_h4_bull_engulf,0.0006448817548844617,0.002327620084036213,3.609375000000169
setup_h4_bull_engulf,0.00011590346752940076,0.001673041357380751,14.434782608694233
setup_h4_bull_engulf,0.0,0.002458102833179771,inf
setup_h4_bull_engulf,0.0009606592074304118,0.0024042166260827007,2.5026737967916235
setup_h4_bull_engulf,0.0012564697852626247,0.007807692904306594,6.213991769547125
setup_h4_bull_engulf,0.00041133643206788174,0.0015476533256550485,3.7624999999991333
setup_h4_bull_engulf,7.154720838129553e-05,0.0036182445381371803,50.57142857139192
setup_h4_bull_engulf,0.0025273842078925154,0.0034069139122391155,1.3480000000000019
setup_h4_bull_engulf,0.00016535551435594258,0.0022849125620082907,13.81818181817518
setup_h4_bull_engulf,9.547162985137942e-05,0.0024018652141580407,25.157894736866037
setup_h4_bull_engulf,0.0008328943077192517,0.0008078071297760354,0.9698795180724509
setup_h4_bull_engulf,0.0015210939946612313,0.0018342604053268386,1.2058823529412157
setup_h4_bull_engulf,0.001840588194437572,0.0005358046495936453,0.2911051212937781
setup_h4_bull_engulf,0.0005598664178371967,0.015538748649445093,27.754385964909932
setup_h4_bull_engulf,0.0014186921339206413,0.004325280896099338,3.0487804878047524
setup_h4_bull_engulf,0.000868121274523178,0.02414083753514121,27.80813953488324
setup_h4_bull_engulf,0.0021798445933921815,0.0018288945568143847,0.8390022675737341
setup_h4_bull_engulf,0.0003680295208746344,0.0018107052427031164,4.919999999999769
setup_h4_bull_engulf,0.001763581790404025,0.005040208682324386,2.8579387186628344
